player,pronounced,age,birthplace,residence,turned_pro,coach,website,imageURL,player_country,current_rank,player_atp_url,high_rank,high_rank_date,record_career,titles_career,prize_money_career,date_of_birth,player_age,height_cm,height_inches,height_feet,weight_lbs,weight_kgs,wins_career,losses_career,career_win_pct,hand,player_bmi,gender,birth_city,birth_state,birth_country,residence_city,residence_state,residence_country,tour,date_data
Oliver Gross,NA,41 (17.06.1973),"Hanau, Germany","Munich, Germany",1993,Stefan Schaffelhuber,NA,http://www.atpworldtour.com/~/media/D99C09F99172476E9C60F2A889D1A24A.ashx?w=148&h=198,Germany,NA,http://www.atpworldtour.com/Tennis/Players/Gr/O/Oliver-Gross.aspx,-,5/15/95,49-76,0,876452,6/17/73,41y 0m 42d 18H 0M 0S,185,72.834685,6.069554656,170,77,49,76,0.392,R,22.5282654,M,Hanau,,Germany,Munich,,Germany,ATP,8/1/14
Oliver Marach,NA,34 (16.07.1980),"Graz, Austria","Panama City, Panama",1998,Jessie Marach,http://www.olivermarach.com,http://www.atpworldtour.com/~/media/29DACA2654EC45EA8E02F7B3865E07AA.ashx?w=148&h=198,Austria,45,http://www.atpworldtour.com/Tennis/Players/Top-Players/Oliver-Marach.aspx,964,8/7/06,19-33,0,2021628,7/16/80,34y 0m 13d 12H 0M 0S,185,72.834685,6.069554656,172,78,19,33,0.365384615,R,22.79330382,M,Graz,,Austria,Panama City,,Panama,ATP,8/1/14
Olivier Cayla,NA,NA,NA,NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,France,Inactive,http://www.atpworldtour.com/Tennis/Players/Ca/O/Olivier-Cayla.aspx,19,6/14/76,0-0,0,1545,NA,NA,NA,NA,NA,NA,NA,0,0,NA,R,NA,M,,,,,,,ATP,8/1/14
Olivier Delaitre,duh-LAY-trah,47 (01.06.1967),"Metz, France","Suresnes, France",1986,NA,NA,http://www.atpworldtour.com/~/media/CF80F6232EE14B4DB28F59612DFE9C07.ashx?w=148&h=198,France,Inactive,http://www.atpworldtour.com/Tennis/Players/De/O/Olivier-Delaitre.aspx,33,2/20/95,130-179,0,2788904,6/1/67,47y 0m 59d 6H 0M 0S,170,66.92917,5.577428602,160,73,130,179,0.420711974,R,25.10986797,M,Metz,,France,Suresnes,,France,ATP,8/1/14
Olivier Mutis,mu-TEECE,36 (02.02.1978),"Mont. St. Martin, France",Luxembourg,1996,NA,NA,http://www.atpworldtour.com/~/media/2DD7D8B602B74FF096B60DCF04E79CB7.ashx?w=148&h=198,France,Inactive,http://www.atpworldtour.com/Tennis/Players/Mu/O/Olivier-Mutis.aspx,71,7/28/03,24-41,0,605413,2/2/78,36y 0m 178d 0H 0M 0S,175,68.897675,5.74147062,158,72,24,41,0.369230769,R,23.39932227,M,Mont. St. Martin,,France,Luxembourg,,Luxembourg,ATP,8/1/14
Olivier Patience,o-lee-vee-EH Pah-see-ONS,34 (25.03.1980),"Evreux, France","Boulogne, France",1998,Cyril Saulnier,NA,http://www.atpworldtour.com/~/media/3D41610C76304EE48E24AB46AB82DA1D.ashx?w=148&h=198,France,Inactive,http://www.atpworldtour.com/Tennis/Players/Pa/O/Olivier-Patience.aspx,87,7/19/04,26-53,0,1030897,3/25/80,34y 0m 126d 12H 0M 0S,180,70.86618,5.905512638,165,75,26,53,0.329113924,R,23.09730043,M,Evreux,,France,Boulogne,,France,ATP,8/1/14
Olivier Rochus,ROH-kus,33 (18.01.1981),"Namur, Belgium","Dion-Valmont, Belgium",1999,Reginald Willems,http://www.olivier-rochus.be,http://www.atpworldtour.com/~/media/29B019B198244A5F8445F71B83614F28.ashx?w=148&h=198,Belgium,556,http://www.atpworldtour.com/Tennis/Players/Top-Players/Olivier-Rochus.aspx,556,10/17/05,238-276,2,4902025,1/18/81,33y 0m 192d 18H 0M 0S,168,66.141768,5.511811795,143,65,238,276,0.463035019,R,22.97945706,M,Namur,,Belgium,Dion-Valmont,,Belgium,ATP,8/1/14
Olli Rahnasto,NA,48 (28.12.1965),"Seinajoki, Finland","Hyryla, Finland",1982,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Finland,Inactive,http://www.atpworldtour.com/Tennis/Players/Ra/O/Olli-Rahnasto.aspx,88,2/13/89,26-Nov,0,245624,12/28/65,48y 0m 214d 0H 0M 0S,183,72.047283,6.003937848,150,68,11,26,0.297297297,R,20.3147447,M,Seinajoki,,Finland,Hyryla,,Finland,ATP,8/1/14
Omar Camporese,cam-por-REY-say,46 (08.05.1968),"Bologna, Italy",Monaco,1987,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Italy,Inactive,http://www.atpworldtour.com/Tennis/Players/Ca/O/Omar-Camporese.aspx,18,2/10/92,150-157,2,1610475,5/8/68,46y 0m 82d 12H 0M 0S,188,74.015788,6.167979866,172,78,150,157,0.488599349,R,22.07166204,M,Bologna,,Italy,Monaco,,Monaco,ATP,8/1/14
Onny Parun,NA,67 (15.04.1947),"Wellington, New Zealand",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,New Zealand,Inactive,http://www.atpworldtour.com/Tennis/Players/Pa/O/Onny-Parun.aspx,19,3/5/75,326-301,5,4000,4/15/47,67y 0m 106d 6H 0M 0S,188,74.015788,6.167979866,168,76,326,301,0.519936204,R,21.55836757,M,Wellington,,New Zealand,,,,ATP,8/1/14
Orlin Stanoytchev,Stan-OY-tchev,42 (24.09.1971),"Sofia, Bulgaria","Geneva, Switzerland",1993,NA,NA,http://www.atpworldtour.com/~/media/0862F3B3E27241E182B439D1CB6735C3.ashx?w=148&h=198,Bulgaria,Inactive,http://www.atpworldtour.com/Tennis/Players/St/O/Orlin-Stanoytchev.aspx,96,4/24/00,16-50,0,484515,9/24/71,42y 0m 309d 12H 0M 0S,185,72.834685,6.069554656,180,82,16,50,0.242424242,R,23.85345748,M,Sofia,,Bulgaria,Geneva,,Switzerland,ATP,8/1/14
Oscar Hernandez,NA,36 (10.04.1978),"Barcelona, Spain","Barcelona, Spain",1998,Marcos Roy,NA,http://www.atpworldtour.com/~/media/BC9E08B3FBC547C1B3BABEBACF3D6739.ashx?w=148&h=198,Spain,1567,http://www.atpworldtour.com/Tennis/Players/He/O/Oscar-Hernandez.aspx,1567,10/8/07,65-125,0,1929533,4/10/78,36y 0m 111d 0H 0M 0S,180,70.86618,5.905512638,154,70,65,125,0.342105263,R,21.5574804,M,Barcelona,,Spain,Barcelona,,Spain,ATP,8/1/14
Oscar Martinez,NA,40 (09.03.1974),"Valencia, Spain",NA,1992,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Spain,Inactive,http://www.atpworldtour.com/Tennis/Players/Ma/O/Oscar-Martinez.aspx,68,4/10/95,19-27,0,240090,3/9/74,40y 0m 143d 0H 0M 0S,185,72.834685,6.069554656,177,80,19,27,0.413043478,R,23.45589986,M,Valencia,,Spain,,,,ATP,8/1/14
Ove Nils Bengtson,NA,69 (05.04.1945),"Danderyd, Sweden",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/D886F8A3BB68481D96C6CF7948A82F6E.ashx?w=148&h=198,Sweden,Inactive,http://www.atpworldtour.com/Tennis/Players/Be/O/Ove-Nils-Bengtson.aspx,43,11/22/76,106-159,0,0,4/5/45,69y 0m 115d 18H 0M 0S,196,77.165396,6.430447094,205,93,106,159,0.4,R,24.20271059,M,Danderyd,,Sweden,,,,ATP,8/1/14
Owen Davidson,NA,70 (04.10.1943),"Melbourne, VIC, Australia",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Australia,Inactive,http://www.atpworldtour.com/Tennis/Players/Da/O/Owen-K-Davidson.aspx,73,3/2/74,115-116,0,513,10/4/43,70y 0m 299d 12H 0M 0S,185,72.834685,6.069554656,180,82,115,116,0.497835498,L,23.85345748,M,Melbourne,Victoria,Australia,,,,ATP,8/1/14
Pablo Andujar,NA,28 (23.01.1986),"Cuenca, Spain","Valencia, Spain",NA,Jorge Montesinos,NA,http://www.atpworldtour.com/~/media/65730791495747248A03AF2406BF6050.ashx?w=148&h=198,Spain,44,http://www.atpworldtour.com/Tennis/Players/Top-Players/Pablo-Andujar.aspx,44,9/10/12,91-132,3,3177554,1/23/86,28y 0m 188d 0H 0M 0S,180,70.86618,5.905512638,167,76,91,132,0.408071749,R,23.3772677,M,Cuenca,,Spain,Valencia,,Spain,ATP,8/1/14
Pablo Arraya,NA,52 (21.10.1961),"Cordoba, Argentina","Lima, Peru",1980,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Peru,Inactive,http://www.atpworldtour.com/Tennis/Players/Ar/P/Pablo-Arraya.aspx,29,8/13/84,176-172,1,723086,10/21/61,52y 0m 282d 0H 0M 0S,180,70.86618,5.905512638,160,73,176,172,0.505747126,R,22.39738223,M,Cordoba,,Argentina,Lima,,Peru,ATP,8/1/14
Pablo Carreno Busta,NA,23 (12.07.1991),"Gijon, Spain","Barcelona, Spain",2009,Javier Duarte,NA,http://www.atpworldtour.com/~/media/3F5779649CD44D928018D9D75F43CE40.ashx?w=148&h=198,Spain,55,http://www.atpworldtour.com/Tennis/Players/Ca/P/Pablo-Carreno-Busta.aspx,55,7/28/14,16-28,0,657261,7/12/91,23y 0m 18d 6H 0M 0S,188,74.015788,6.167979866,163,74,16,28,0.363636364,R,20.91674949,M,Gijon,,Spain,Barcelona,,Spain,ATP,8/1/14
Pablo Cuevas,NA,28 (01.01.1986),"Concordia, Argentina","Salto, Uruguay",2004,NA,http://www.pablocuevastennis.com,http://www.atpworldtour.com/~/media/9A62F02799274ED2B62D101A407A2716.ashx?w=148&h=198,Uruguay,40,http://www.atpworldtour.com/Tennis/Players/Top-Players/Pablo-Cuevas.aspx,40,7/28/14,89-80,2,2442049,1/1/86,28y 0m 210d 0H 0M 0S,180,70.86618,5.905512638,176,80,89,80,0.526627219,R,24.63712045,M,Concordia,,Argentina,Salto,,Uruguay,ATP,8/1/14
Paolo Bertolucci,NA,62 (03.08.1951),"Forte Dei Marmi, Italy","Forte Dei Marmi, Italy",NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Italy,Inactive,http://www.atpworldtour.com/Tennis/Players/Be/P/Paolo-Bertolucci.aspx,12,8/23/73,196-145,6,0,8/3/51,62y 0m 361d 12H 0M 0S,175,68.897675,5.74147062,180,82,196,145,0.574780059,R,26.65745575,M,Forte Dei Marmi,,Italy,Forte Dei Marmi,,Italy,ATP,8/1/14
Paolo Cane,POW-lo ca-NEH,49 (09.04.1965),"Bologna, Italy","Bologna, Italy",1983,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Italy,Inactive,http://www.atpworldtour.com/Tennis/Players/Ca/P/Paolo-Cane.aspx,26,8/14/89,133-130,3,903958,4/9/65,49y 0m 111d 18H 0M 0S,180,70.86618,5.905512638,150,68,133,130,0.505703422,R,20.99754584,M,Bologna,,Italy,Bologna,,Italy,ATP,8/1/14
Paolo Lorenzi,NA,32 (15.12.1981),"Rome, Italy","Siena, Italy",2003,Claudio Galoppini,NA,http://www.atpworldtour.com/~/media/A75C69C2922440E9A2E5DF788B2AB2F0.ashx?w=148&h=198,Italy,83,http://www.atpworldtour.com/Tennis/Players/Lo/P/Paolo-Lorenzi.aspx,83,3/4/13,34-72,0,1585273,12/15/81,32y 0m 227d 0H 0M 0S,183,72.047283,6.003937848,169,77,34,72,0.320754717,R,22.8879457,M,Rome,,Italy,Siena,,Italy,ATP,8/1/14
Paradorn Srichaphan,SEE-cha-pahn,35 (14.06.1979),"Bangkok, Thailand","Bangkok, Thailand",1997,NA,http://paradornsrichaphan.com,http://www.atpworldtour.com/~/media/94EF314D4CB64D8F982C4FBA61E6B226.ashx?w=148&h=198,Thailand,Inactive,http://www.atpworldtour.com/Tennis/Players/Sr/P/Paradorn-Srichaphan.aspx,9,5/12/03,239-193,5,3459655,6/14/79,35y 0m 46d 6H 0M 0S,185,72.834685,6.069554656,180,82,239,193,0.553240741,R,23.85345748,M,Bangkok,,Thailand,Bangkok,,Thailand,ATP,8/1/14
Pascal Portes,NA,55 (28.05.1959),"Villeneuve, France",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,France,Inactive,http://www.atpworldtour.com/Tennis/Players/Po/P/Pascal-Portes.aspx,44,2/2/81,99-119,0,227283,5/28/59,55y 0m 63d 6H 0M 0S,175,68.897675,5.74147062,150,68,99,119,0.45412844,R,22.21454646,M,Villeneuve,,France,,,,ATP,8/1/14
Pat Cash,NA,49 (27.05.1965),"Melbourne, VIC, Australia","London, England",1982,Ian Barclay,NA,http://www.atpworldtour.com/~/media/53F275821C4C458A809FDFF069A98996.ashx?w=148&h=198,Australia,Inactive,http://www.atpworldtour.com/Tennis/Players/Ca/P/Pat-Cash.aspx,4,5/9/88,243-148,7,1950345,5/27/65,49y 0m 63d 18H 0M 0S,183,72.047283,6.003937848,185,84,243,148,0.621483376,R,25.0548518,M,Melbourne,Victoria,Australia,London,,England,ATP,8/1/14
Pat Cramer,NA,67 (21.03.1947),"Transvaal, South Africa",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,South Africa,Inactive,http://www.atpworldtour.com/Tennis/Players/Cr/P/Pat-J-Cramer.aspx,95,9/26/73,44-97,0,0,3/21/47,67y 0m 131d 6H 0M 0S,NA,NA,NA,NA,NA,44,97,0.312056738,R,NA,M,Transvaal,,South Africa,,,,ATP,8/1/14
Pat Dupre,NA,59 (16.09.1954),"Liege, Belgium",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Du/P/Pat-Dupre.aspx,14,6/9/80,178-196,1,533743,9/16/54,59y 0m 317d 6H 0M 0S,190,74.80319,6.233596673,175,79,178,196,0.475935829,R,21.98634994,M,Liege,,Belgium,,,,ATP,8/1/14
Patrice Dominguez,NA,64 (12.01.1950),"Algiers, Algeria",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,France,Inactive,http://www.atpworldtour.com/Tennis/Players/Do/P/Patrice-Dominguez.aspx,36,8/23/73,151-154,0,0,1/12/50,64y 0m 199d 0H 0M 0S,173,68.110273,5.675853813,155,70,151,154,0.495081967,L,23.48885144,M,Algiers,,Algeria,,,,ATP,8/1/14
Patricio Cornejo,NA,70 (06.06.1944),"Llolleo, Chile",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Chile,Inactive,http://www.atpworldtour.com/Tennis/Players/Co/P/Patricio-Cornejo.aspx,65,9/4/74,104-184,0,0,6/6/44,70y 0m 53d 12H 0M 0S,180,70.86618,5.905512638,165,75,104,184,0.361111111,R,23.09730043,M,Llolleo,,Chile,,,,ATP,8/1/14
Patrick Baur,BOW-er,49 (03.05.1965),"Radolfzell, Germany","Bochum, Germany",1986,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Germany,NA,http://www.atpworldtour.com/Tennis/Players/Ba/P/Patrick-Baur.aspx,-,4/22/91,67-107,2,709282,5/3/65,49y 0m 87d 18H 0M 0S,188,74.015788,6.167979866,165,75,67,107,0.385057471,R,21.17339672,M,Radolfzell,,Germany,Bochum,,Germany,ATP,8/1/14
Patrick McEnroe,NA,48 (01.07.1966),"Manhasset, NY","Oyster Bay, NY",1988,NA,NA,http://www.atpworldtour.com/~/media/ECC8C6B59B644040B422B87D8B10EC38.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Mc/P/Patrick-Mcenroe.aspx,28,9/11/95,140-163,1,3118316,7/1/66,48y 0m 29d 0H 0M 0S,183,72.047283,6.003937848,160,73,140,163,0.462046205,R,21.66906101,M,Manhasset,New York,USA,Oyster Bay,New York,USA,ATP,8/1/14
Patrick Proisy,NA,64 (10.09.1949),"Eureux, France",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,France,Inactive,http://www.atpworldtour.com/Tennis/Players/Pr/P/Patrick-Proisy.aspx,23,8/23/73,205-176,1,0,9/10/49,64y 0m 323d 0H 0M 0S,180,70.86618,5.905512638,154,70,205,176,0.538057743,R,21.5574804,M,Eureux,,France,,,,ATP,8/1/14
Patrick Rafter,NA,41 (28.12.1972),"Mount Isa, QSLD, Australia","Pembroke, Bermuda",1991,NA,NA,http://www.atpworldtour.com/~/media/765CEEF2F5294340BD247CF8D95C11DC.ashx?w=148&h=198,Australia,NA,http://www.atpworldtour.com/Tennis/Players/Ra/P/Patrick-Rafter.aspx,-,7/26/99,358-191,11,11133128,12/28/72,41y 0m 213d 18H 0M 0S,185,72.834685,6.069554656,190,86,358,191,0.652094718,R,25.17864956,M,Mount Isa,Queensland,Australia,Pembroke,,Bermuda,ATP,8/1/14
Patrik Fredriksson,FRED-rick-suhn,41 (16.05.1973),NA,NA,1995,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Sweden,Inactive,http://www.atpworldtour.com/Tennis/Players/Fr/P/Patrik-Fredriksson.aspx,84,1/13/97,30-Sep,0,331508,5/16/73,41y 0m 74d 18H 0M 0S,185,72.834685,6.069554656,167,76,9,30,0.230769231,R,22.13070777,M,,,,,,,ATP,8/1/14
Patrik Kuhnen,KYOO-nen,48 (11.02.1966),"Puttlingen, Germany","Munich, Germany",1985,Helmut Luthy,NA,http://www.atpworldtour.com/~/media/B085CCAB7A5447C08EBD1492663DC668.ashx?w=148&h=198,Germany,Inactive,http://www.atpworldtour.com/Tennis/Players/Ku/P/Patrik-Kuhnen.aspx,43,5/15/89,127-153,0,1646328,2/11/66,48y 0m 169d 0H 0M 0S,190,74.80319,6.233596673,180,82,127,153,0.453571429,R,22.61453137,M,Puttlingen,,Germany,Munich,,Germany,ATP,8/1/14
Paul Annacone,Ann-ah-cone,51 (20.03.1963),"Southampton, NY, USA","Topanga, CA, USA",1984,NA,NA,http://www.atpworldtour.com/~/media/BE8FFCAD94D2412ABBD27087848E0564.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/An/P/Paul-Annacone.aspx,12,3/3/86,157-131,3,1649327,3/20/63,51y 0m 132d 6H 0M 0S,185,72.834685,6.069554656,175,79,157,131,0.545138889,R,23.19086144,M,Southampton,New York,USA,Topanga,California,USA,ATP,8/1/14
Paul Capdeville,NA,31 (02.04.1983),"Santiago, Chile","Vitacura, Chile",2002,Andres Schniter,NA,http://www.atpworldtour.com/~/media/B0DEE311F0C7474BBF70912FB27A4F11.ashx?w=148&h=198,Chile,602,http://www.atpworldtour.com/Tennis/Players/Ca/P/Paul-Capdeville.aspx,602,5/18/09,48-79,0,1150846,4/2/83,31y 0m 119d 6H 0M 0S,190,74.80319,6.233596673,172,78,48,79,0.377952756,R,21.60944108,M,Santiago,,Chile,Vitacura,,Chile,ATP,8/1/14
Paul Chamberlin,NA,52 (26.03.1962),"Toledo, OH",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Ch/P/Paul-Chamberlin.aspx,46,1/1/90,57-66,0,410831,3/26/62,52y 0m 126d 0H 0M 0S,178,70.078778,5.839895831,160,73,57,66,0.463414634,R,22.90352179,M,Toledo,Ohio,USA,,,,ATP,8/1/14
Paul Gerken,NA,64 (15.03.1950),"East Norwalk, CT",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Ge/P/Paul-Gerken.aspx,35,8/23/73,111-112,0,0,3/15/50,64y 0m 137d 0H 0M 0S,185,72.834685,6.069554656,165,75,111,112,0.497757848,R,21.86566936,M,East Norwalk,Connecticut,USA,,,,ATP,8/1/14
Paul Goldstein,gold-steen,37 (04.08.1976),"Washington, D.C., USA","San Francisco, CA, USA",1998,Scott McCain,NA,http://www.atpworldtour.com/~/media/8AAB648A86494F8FAE7CE51A6B89F2DE.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Go/P/Paul-Goldstein.aspx,58,4/24/06,85-115,0,1620456,8/4/76,37y 0m 359d 18H 0M 0S,178,70.078778,5.839895831,158,72,85,115,0.425,R,22.61722776,M,Washington,DC,USA,San Francisco,California,USA,ATP,8/1/14
Paul Haarhuis,HAAR-house,NA,"Eindhoven, Netherlands",Monaco,1989,Alex Reynders,NA,http://www.atpworldtour.com/~/media/3127D99EAFFC46DF91877EFB49344203.ashx?w=148&h=198,Netherlands,Inactive,http://www.atpworldtour.com/Tennis/Players/Ha/P/Paul-Haarhuis.aspx,18,11/6/95,267-258,1,7751962,2/19/66,48y 0m 161d 0H 0M 0S,188,74.015788,6.167979866,177,80,267,258,0.508571429,R,22.71328012,M,Eindhoven,,Netherlands,Monaco,,Monaco,ATP,8/1/14
Paul Kronk,NA,59 (22.09.1954),"Toowoomba, Australia",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Australia,Inactive,http://www.atpworldtour.com/Tennis/Players/Kr/P/Paul-C-Kronk.aspx,78,4/25/76,106-183,0,1805,9/22/54,59y 0m 311d 6H 0M 0S,NA,NA,NA,NA,NA,106,183,0.366782007,R,NA,M,Toowoomba,,Australia,,,,ATP,8/1/14
Paul McNamee,NA,59 (12.11.1954),"Melbourne, VIC, Australia",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/26FFD6BE40F54C25AA8E05BFE721CCAC.ashx?w=148&h=198,Australia,Inactive,http://www.atpworldtour.com/Tennis/Players/Mc/P/Paul-Mcnamee.aspx,24,5/12/86,246-225,2,1233615,11/12/54,59y 0m 260d 6H 0M 0S,178,70.078778,5.839895831,160,73,246,225,0.522292994,R,22.90352179,M,Melbourne,Victoria,Australia,,,,ATP,8/1/14
Paul Vojtischek,NA,51 (13.06.1963),"Olomouc, Czechoslovakia",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Germany,Inactive,http://www.atpworldtour.com/Tennis/Players/Vo/P/Paul-Vojtischek.aspx,73,9/21/87,22-37,0,149428,6/13/63,51y 0m 47d 6H 0M 0S,188,74.015788,6.167979866,180,82,22,37,0.372881356,R,23.09825097,M,Olomouc,,Czechoslovakia,,,,ATP,8/1/14
Paul Wekesa,we-KAY-sah,47 (02.07.1967),"Nairobi, Kenya","Nairobi, Kenya",1987,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Kenya,Inactive,http://www.atpworldtour.com/Tennis/Players/We/P/Paul-Wekesa.aspx,100,5/1/95,18-42,0,448114,7/2/67,47y 0m 28d 6H 0M 0S,188,74.015788,6.167979866,175,79,18,42,0.3,R,22.45663289,M,Nairobi,,Kenya,Nairobi,,Kenya,ATP,8/1/14
Paul-Henri Mathieu,on-REE mat-YEU,32 (12.01.1982),"Strasbourg, France","Geneva, Switzerland",1999,NA,NA,http://www.atpworldtour.com/~/media/D9B7B5325CF6409FB10C4D27A5C7056F.ashx?w=148&h=198,France,84,http://www.atpworldtour.com/Tennis/Players/Top-Players/Paul-Henri-Mathieu.aspx,84,4/7/08,246-262,4,5180029,1/12/82,32y 0m 199d 0H 0M 0S,185,72.834685,6.069554656,163,74,246,262,0.484251969,R,21.60063094,M,Strasbourg,,France,Geneva,,Switzerland,ATP,8/1/14
Pavel Slozil,NA,58 (29.12.1955),"Opava, Czechoslovakia",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Czech Republic,Inactive,http://www.atpworldtour.com/Tennis/Players/Sl/P/Pavel-Slozil.aspx,35,11/12/84,144-163,2,925242,12/29/55,58y 0m 213d 12H 0M 0S,173,68.110273,5.675853813,155,70,144,163,0.469055375,R,23.48885144,M,Opava,,Czechoslovakia,,,,ATP,8/1/14
Pedro Rebolledo,NA,53 (17.12.1960),"Santiago, Chile",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Chile,Inactive,http://www.atpworldtour.com/Tennis/Players/Re/P/Pedro-Rebolledo.aspx,36,2/1/82,104-114,3,435551,12/17/60,53y 0m 224d 18H 0M 0S,170,66.92917,5.577428602,150,68,104,114,0.47706422,R,23.54050122,M,Santiago,,Chile,,,,ATP,8/1/14
Per Hjertquist,NA,54 (06.04.1960),"Bodafors, Sweden",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C8546A3B9B084509AF300E0857A46DDD.ashx?w=148&h=198,Sweden,Inactive,http://www.atpworldtour.com/Tennis/Players/Hj/P/Per-Hjertquist.aspx,68,12/22/80,59-73,1,178667,4/6/60,54y 0m 114d 12H 0M 0S,183,72.047283,6.003937848,160,73,59,73,0.446969697,R,21.66906101,M,Bodafors,,Sweden,,,,ATP,8/1/14
Pere Riba,NA,26 (07.04.1988),"Barcelona, Spain","Barcelona, Spain",NA,Francisco Roig,NA,http://www.atpworldtour.com/~/media/FF727679999A4B83B29F167065599B72.ashx?w=148&h=198,Spain,103,http://www.atpworldtour.com/Tennis/Players/Ri/P/Pere-Riba.aspx,103,5/16/11,23-56,0,1168103,4/7/88,26y 0m 113d 12H 0M 0S,183,72.047283,6.003937848,174,79,23,56,0.291139241,R,23.56510385,M,Barcelona,,Spain,Barcelona,,Spain,ATP,8/1/14
Pete Sampras,NA,42 (12.08.1971),"Washington, D.C., USA","Los Angeles, California, USA",1988,Paul Annacone,http://www.petesampras.com,http://www.atpworldtour.com/~/media/B10C3086BEB041E2AE96D94DAAC9A29A.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Sa/P/Pete-Sampras.aspx,1,4/12/93,762-222,64,43280489,8/12/71,42y 0m 352d 12H 0M 0S,185,72.834685,6.069554656,170,77,762,222,0.774390244,R,22.5282654,M,Washington,DC,USA,Los Angeles,California,USA,ATP,8/1/14
Peter Doohan,NA,53 (02.05.1961),"Newcastle, Australia","Tulsa, OK, USA",NA,NA,NA,http://www.atpworldtour.com/~/media/77EC7B9B15D94566B95D430F7C6FCF54.ashx?w=148&h=198,Australia,Inactive,http://www.atpworldtour.com/Tennis/Players/Do/P/Peter-Doohan.aspx,43,8/3/87,51-83,1,446667,5/2/61,53y 0m 88d 18H 0M 0S,190,74.80319,6.233596673,185,84,51,83,0.380597015,R,23.24271279,M,Newcastle,,Australia,Tulsa,Oklahoma,USA,ATP,8/1/14
